N,P,K,temperature,humidity,ph,fertilizers
28,69,60,18.36952567,19.56381041,7.152811172,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
21,59,88,20.45078582,15.40312102,5.988992796,High K: dont add K rich nutrients
20,65,80,20.6543203,16.60820843,6.231049028,High K: dont add K rich nutrients
45,52,94,17.3348681,18.74926979,7.550808267,"High N-K, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
46,61,65,18.17912258,18.90426935,7.010570541,High P-K : water the plants more frequently
43,58,67,18.01272266,18.30968112,8.753795334,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
33,66,84,20.99373558,19.33470387,8.718192847,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
26,58,92,19.46233971,15.22538951,7.976607593,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
21,68,81,19.81344531,14.69765308,6.515499549,"High N-K : Add mulch on the top of the soil, increase the other two values to neutralize K"
34,57,66,18.97424756,19.5161216,8.490127142,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
30,47,75,18.19737048,14.71070537,6.576415562,"High N-K, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP), dont add K rich nutrients"
56,77,72,18.72963144,19.18197264,6.481783043,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
23,50,80,20.99502153,19.8601304,7.966605025,"Low P, High K : Add Ammonium Polyphosphate (APP), increase the other two values to neutralize K"
39,77,82,20.28155898,16.39535215,8.140825437,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
40,44,93,17.48042641,15.7559405,7.228963452,"Low N-P, High K: Add Ammonium Sulfate, Superphosphate (OSP), Frequent watering with neutral ph"
36,79,76,20.88818675,14.32313811,6.492546046,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
38,66,90,17.08498521,16.14565756,7.528599957,High N-K: water the plants more frequently
38,67,98,20.09340593,15.11279612,7.701446446,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
38,70,84,17.57212145,14.99927489,8.519975748,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
21,70,93,19.12065218,18.43475844,6.620900869,High P-K : water the plants more frequently
27,74,100,18.57665902,19.22008229,8.104396058,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
45,66,67,17.16606398,14.42457525,6.204090835,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
57,73,81,18.2872007,16.67921616,6.051091339,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
23,46,68,19.03025305,18.66725565,7.690962338,"Low P, High K : Add Ammonium Polyphosphate (APP), increase the other two values to neutralize K"
32,68,95,17.1418614,17.0662427,7.829211144,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
60,74,70,17.47809436,17.93253975,6.761599706,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
55,40,96,20.56601874,14.25803981,6.654425315,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
48,79,97,17.22385224,15.82069268,6.129533877,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
23,49,84,19.69141713,19.44225438,8.829273328,High P-K : water the plants more frequently
44,68,97,17.84851658,19.09172907,8.621662982,High N-P: frequent watering with neutral ph
32,59,70,18.8202251,16.1074793,8.204862075,"High N-K : Add mulch on the top of the soil, increase the other two values to neutralize K"
26,58,81,17.47500984,16.54314829,6.18042747,High K: dont add K rich nutrients
33,46,65,18.72649425,17.58406365,7.978996755,"High N-K, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP), dont add K rich nutrients"
37,57,78,18.65580107,16.17772668,7.863113671,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
28,47,87,18.2356751,19.68538502,6.967843048,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
22,61,81,18.81198127,15.21618225,6.206582193,High K: dont add K rich nutrients
60,75,74,18.65054116,17.80852431,8.868741443,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
55,66,98,20.36720401,16.89574311,8.766128654,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
50,78,95,18.38120357,16.63805158,8.736337905,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
50,69,64,17.17012591,17.30457712,8.081095263,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
58,42,94,19.37101121,15.77458129,6.138243973,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
40,60,91,17.92845928,14.27327988,7.496645259,"High N-K : Add mulch on the top of the soil, increase the other two values to neutralize K"
25,52,100,19.45339934,18.23490739,8.380185271,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
44,70,75,19.12829388,14.92241479,6.289614016,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
50,52,75,19.1034283,17.26184541,6.586777189,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
47,76,93,17.48504075,16.96070581,6.89655198,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
32,48,80,19.40751744,18.98030507,7.806747656,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
48,70,92,20.18649426,19.63719995,7.150681303,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
31,54,80,17.30287885,15.15405941,6.64919573,High P-K : water the plants more frequently
33,59,82,17.50361137,15.48083156,7.778591618,High P-K : water the plants more frequently
56,41,96,18.17234999,14.70085967,6.358740355,"High N-K, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
59,71,86,17.57445618,16.71826572,8.255450758,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
20,49,79,20.93175255,18.91295403,6.456148474,High P-K : water the plants more frequently
52,62,96,19.71098332,17.63879418,6.613072145,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
35,47,60,19.07937684,17.86754927,8.165359297,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
38,80,72,18.54988627,16.02542689,7.64867466,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
60,71,61,18.19903647,17.41333199,6.545888558,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
28,75,76,18.88852533,14.99451145,7.104224797,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
42,42,62,18.49311205,14.72115044,7.358099622,"High N-K, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
39,46,89,19.48974337,17.17260319,6.4740245,"High N-K, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP), dont add K rich nutrients"
21,58,71,17.25769499,18.74943955,7.840339389,High K: dont add K rich nutrients
42,40,63,19.62416326,18.71483156,7.064790365,"High N-P, Low K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
44,64,71,20.67526473,19.85388984,7.599033472,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
55,48,86,20.02381489,16.63294455,6.715587232,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
53,72,68,20.1187446,14.44228303,6.81712422,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
59,53,84,20.65691793,15.84572566,7.985417393,"High N-K, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
40,60,84,19.2582557,14.2804191,7.545258424,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
38,59,67,17.927806,15.85622899,7.728998197,High N-K: water the plants more frequently
26,61,65,19.16288268,15.83500655,7.354973451,High K: dont add K rich nutrients
39,46,73,20.26942271,19.96978871,7.313122235,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
26,45,79,17.09104223,18.25142068,7.785039076,High P-K : water the plants more frequently
49,80,86,17.06579293,17.54024066,6.307004923,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
49,43,73,20.62767492,14.44008871,6.403982316,"High N-K, Low P : Add mulch on the top of the soil, dont add K rich nutrients, Add Diammonium Phosphate (DAP)"
54,57,64,20.8248451,17.85057083,7.599279991,"High N-K : Add mulch on the top of the soil, increase the other two values to neutralize K"
52,72,89,19.46210401,18.72831993,7.217018459,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
60,47,82,17.18248372,16.42891834,7.561108006,"High N-K, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP), dont add K rich nutrients"
49,73,84,17.48911699,16.39055394,7.489545074,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
21,73,62,17.48395377,14.76014523,6.609696734,High P-K : water the plants more frequently
56,53,69,19.48316794,17.44534641,7.476800943,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
24,40,67,19.71359733,18.09665739,7.325451279,"Low P, High K : Add Ammonium Polyphosphate (APP), increase the other two values to neutralize K"
33,46,84,19.48649305,16.06240074,6.489389282,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
51,67,65,19.95264829,14.82633099,7.786366322,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
21,49,85,19.41789736,16.80472243,6.408437886,"Low P, High K : Add Ammonium Polyphosphate (APP), increase the other two values to neutralize K"
25,66,85,19.45591848,18.02235902,8.423873703,High K: dont add K rich nutrients
44,68,68,20.19137759,16.41998269,8.719960893,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
58,58,73,18.8392908,14.74071856,7.811997977,"High N-K, Low P : Add mulch on the top of the soil, dont add K rich nutrients, Add Diammonium Phosphate (DAP)"
26,80,93,20.71219282,19.83643308,6.317153205,High P-K : water the plants more frequently
50,51,93,18.99424448,15.9362937,7.114405288,"High N-K, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
42,48,93,19.96837462,15.57324389,8.135900726,"High N-K, Low P : Add mulch on the top of the soil, dont add K rich nutrients, Add Diammonium Phosphate (DAP)"
39,79,74,17.81564548,17.60756635,7.714153038,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
23,51,92,20.71424384,15.27824066,7.103798069,"Low P, High K : Add Ammonium Polyphosphate (APP), increase the other two values to neutralize K"
28,64,97,17.34150229,18.75626255,8.861479668,"High N-K : Add mulch on the top of the soil, add only 1:1:0 nutrients"
49,52,71,17.43732714,14.33847406,7.861128148,"High N-K, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), dont add K rich nutrients"
23,71,100,18.89780215,19.76182946,7.4526709,High P-K : water the plants more frequently
34,59,78,18.59190771,14.77959596,7.168096055,"High N-K : Add mulch on the top of the soil, increase the other two values to neutralize K"
55,56,66,18.31561493,15.36143547,7.26311855,"High N-P-K: Add  mulch on the top of the soil, frequent watering with neutral ph"
22,75,33,17.13692774,20.59541693,5.68597166,"Low N, High P : Add mulch on the top of the soil, Superphosphate (OSP)"
35,63,23,19.63474332,18.90705639,5.759237003,High P: Increasing the values of N and K to nutralise the values
20,67,12,22.91350245,21.33953114,5.873171894,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
0,71,34,16.43340342,24.24045875,5.926676985,"Low N, High P : Add mulch on the top of the soil,  Diammonium Phosphate (DAP)"
40,63,8,22.13974653,23.02251117,5.95561668,"High P: Increasing the values of N and K to nutralise the values, use ( 60-0-60)"
11,56,21,17.84806561,18.77621951,5.949949081,"Low N, High P : Add mulch on the top of the soil,  Ammonium Polyphosphate (APP)"
25,72,27,19.88394011,20.31564139,5.789214289,"Low N, High P : Add mulch on the top of the soil,  Rock Phosphate"
4,52,39,19.32509638,23.3334788,5.581021521,"Low N, High P : Add mulch on the top of the soil,  Ammonium Polyphosphate (APP)"
17,47,12,18.4167001,23.42829938,5.689858133,"Low N, High P : Add mulch on the top of the soil,  Diammonium Phosphate (DAP)"
32,54,36,21.81167649,23.20591245,5.794158504,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
29,55,4,19.72702528,18.28173015,5.748190463,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
25,59,35,17.15432954,19.87070659,5.566522896,"Low N, High P : Add mulch on the top of the soil, Superphosphate (OSP)"
2,70,10,19.62207826,18.67170854,5.809419584,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
6,47,28,21.63149148,21.17919701,5.887263027,"Low N, High P : Add mulch on the top of the soil,  Rock Phosphate"
5,48,3,16.06522754,18.72479695,5.99812453,"Low N, High P : Add mulch on the top of the soil,  Ammonium Polyphosphate (APP)"
24,42,25,20.61162204,24.36314135,5.792744849,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
34,73,6,21.42451099,20.39659714,5.912289889,High N-P: frequent watering with neutral ph
25,66,30,19.07096165,21.21092266,5.788386951,"High P: Increasing the values of N and K to nutralise the values, use ( 60-0-60)"
36,74,0,21.18853178,19.63438599,5.728233081,High N-P: frequent watering with neutral ph
17,49,31,23.0429097,22.42610972,5.833940084,Low P : Add Superphosphate (OSP)
37,66,35,20.65375833,23.10538637,5.967533236,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
12,53,1,18.09551014,18.29318436,5.625096446,"Low N-P : Add N-Primer Nitrogen Supplement , Superphosphate (OSP)"
3,76,22,18.23775702,21.07643273,5.515615023,"Low N, High P : Add mulch on the top of the soil,  Diammonium Phosphate (DAP)"
17,42,23,17.48189735,18.8251973,5.954665349,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
10,70,33,19.9191786,21.47324158,5.74644777,"Low N, High P : Add mulch on the top of the soil,  Rock Phosphate"
27,68,17,20.27514686,23.2353604,5.877347515,"Low N, High P : Add mulch on the top of the soil, Superphosphate (OSP)"
28,67,14,15.77370214,19.2303162,5.979973965,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
1,45,31,16.71170642,19.17651433,5.635993966,"Low N-P : Add N-Primer Nitrogen Supplement , Superphosphate (OSP)"
29,77,21,17.66148158,18.15302753,5.635231778,High N-P: frequent watering with neutral ph
38,61,21,18.50692825,23.61670065,5.679224346,High N : Frequent watering with neutral ph
1,56,32,24.51324787,20.81527638,5.670062975,Low N : Add Urea
15,55,26,18.87614998,24.54038287,5.724242065,Low N : Add Urea
40,42,1,21.59343016,20.31871249,5.811314232,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
37,71,1,20.12373284,24.45202552,5.783425416,High N-P: frequent watering with neutral ph
20,80,33,15.43546065,18.37477907,5.607808432,"High P: Increasing the values of N and K to nutralise the values, use ( 60-0-60)"
17,68,10,22.64236876,21.59396123,5.946999529,"High P: Increasing the values of N and K to nutralise the values, use ( 60-0-60)"
31,69,10,21.98560799,24.87304788,5.852046999,High N-P: frequent watering with neutral ph
39,67,13,20.53052663,18.09224048,5.824090984,High N-P: frequent watering with neutral ph
26,57,9,15.78601387,21.14544088,5.502999119,High N : Frequent watering with neutral ph
2,40,23,19.6365349,19.68751084,5.821649914,"Low N-P : Add N-Primer Nitrogen Supplement , Superphosphate (OSP)"
17,47,0,20.57341244,19.7520218,5.711439256,Low P : Add Superphosphate (OSP)
13,57,18,20.16080524,24.84207559,5.514927264,Low N : Add Urea
36,74,25,21.53989176,24.25386207,5.99616119,High N-P: frequent watering with neutral ph
34,69,30,15.53834801,23.75560241,5.695422863,High N-P: frequent watering with neutral ph
16,73,16,19.91853092,20.70099804,5.833010958,"Low N, High P : Add mulch on the top of the soil, Superphosphate (OSP)"
20,71,21,20.76952209,18.93146941,5.568456899,"High P: Increasing the values of N and K to nutralise the values, use ( 60-0-60)"
28,80,9,23.46168338,23.22197648,5.645435626,High N-P: frequent watering with neutral ph
12,41,7,24.32116642,21.0278674,5.821194486,"Low N-P : Add N-Primer Nitrogen Supplement , Superphosphate (OSP)"
7,53,24,20.12574053,24.96969858,5.659254981,"Low N-P : Add N-Primer Nitrogen Supplement , Ammonium Polyphosphate (APP)"
19,50,16,21.80619564,18.57086554,5.945465949,Low P : Add Superphosphate (OSP)
22,58,31,19.52226241,24.92607153,5.951177452,High K: dont add K rich nutrients
14,56,8,17.00067625,19.90790546,5.520880014,Low N : Add Urea
12,53,0,16.78791503,24.96881755,5.578410206,"Low N-P : Add N-Primer Nitrogen Supplement , Ammonium Polyphosphate (APP)"
21,69,39,24.84906168,22.89464642,5.608165195,"High P: Increasing the values of N and K to nutralise the values, use ( 60-0-60)"
31,49,34,16.51783455,20.4555596,5.609435128,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
20,51,18,18.15300153,19.38602098,5.509295379,Low P:Diammonium Phosphate (DAP)
24,51,19,23.18864385,22.3104551,5.902033406,Low P : Add Superphosphate (OSP)
40,68,17,23.38002569,21.98879437,5.744117663,High N-P: frequent watering with neutral ph
40,75,20,18.358923,19.37703396,5.717143397,High N-P: frequent watering with neutral ph
14,46,16,19.25975367,20.51346956,5.542690119,"Low N-P : Add N-Primer Nitrogen Supplement , Superphosphate (OSP)"
21,60,24,22.95458237,24.03553105,5.858617867,High K: dont add K rich nutrients
9,67,3,20.120043,22.89845607,5.618844277,"Low N, High P : Add mulch on the top of the soil, Concentrated Superphosphate (CSP)"
